FSA,HR_UID,Prov,ENGNAME,FRENAME,EstimatedPop,fk_healthregion_id,fk_province_id
G3N,2403,24,Région de la Capitale-Nationale,Région de la Capitale-Nationale,9891,72,24
G3Z,2403,24,Région de la Capitale-Nationale,Région de la Capitale-Nationale,6717,72,24
G4A,2403,24,Région de la Capitale-Nationale,Région de la Capitale-Nationale,3056,72,24
G4R,2409,24,Région de la Côte-Nord,Région de la Côte-Nord,20877,74,24
G4S,2409,24,Région de la Côte-Nord,Région de la Côte-Nord,4148,74,24
G4T,2411,24,Région de la Gaspésie—Îles-de-la-Madeleine,Région de la Gaspésie—Îles-de-la-Madeleine,12435,76,24
G4V,2411,24,Région de la Gaspésie—Îles-de-la-Madeleine,Région de la Gaspésie—Îles-de-la-Madeleine,6438,76,24
G4W,2401,24,Région du Bas-Saint-Laurent,Région du Bas-Saint-Laurent,14233,71,24
G4X,2411,24,Région de la Gaspésie—Îles-de-la-Madeleine,Région de la Gaspésie—Îles-de-la-Madeleine,14334,76,24
G4Z,2409,24,Région de la Côte-Nord,Région de la Côte-Nord,9458,74,24
G5A,2403,24,Région de la Capitale-Nationale,Région de la Capitale-Nationale,8250,72,24
G5B,2409,24,Région de la Côte-Nord,Région de la Côte-Nord,5919,74,24
G5C,2409,24,Région de la Côte-Nord,Région de la Côte-Nord,11917,74,24
G5H,2401,24,Région du Bas-Saint-Laurent,Région du Bas-Saint-Laurent,6789,71,24
G5J,2401,24,Région du Bas-Saint-Laurent,Région du Bas-Saint-Laurent,6173,71,24
G5L,2401,24,Région du Bas-Saint-Laurent,Région du Bas-Saint-Laurent,28347,71,24
G5M,2401,24,Région du Bas-Saint-Laurent,Région du Bas-Saint-Laurent,8568,71,24
G5N,2401,24,Région du Bas-Saint-Laurent,Région du Bas-Saint-Laurent,7615,71,24
G5R,2401,24,Région du Bas-Saint-Laurent,Région du Bas-Saint-Laurent,19347,71,24
G5T,2401,24,Région du Bas-Saint-Laurent,Région du Bas-Saint-Laurent,2858,71,24
G5V,2412,24,Région de la Chaudière-Appalaches,Région de la Chaudière-Appalaches,11167,73,24
G5X,2412,24,Région de la Chaudière-Appalaches,Région de la Chaudière-Appalaches,6271,73,24
G5Y,2412,24,Région de la Chaudière-Appalaches,Région de la Chaudière-Appalaches,23848,73,24
G5Z,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,81,80,24
G5Z,2412,24,Région de la Chaudière-Appalaches,Région de la Chaudière-Appalaches,6181,73,24
G6A,2412,24,Région de la Chaudière-Appalaches,Région de la Chaudière-Appalaches,2217,73,24
G6B,2405,24,Région de l'Estrie,Région de l'Estrie,7879,75,24
G6C,2412,24,Région de la Chaudière-Appalaches,Région de la Chaudière-Appalaches,6791,73,24
G6E,2412,24,Région de la Chaudière-Appalaches,Région de la Chaudière-Appalaches,13527,73,24
G6G,2412,24,Région de la Chaudière-Appalaches,Région de la Chaudière-Appalaches,19208,73,24
G6H,2412,24,Région de la Chaudière-Appalaches,Région de la Chaudière-Appalaches,7277,73,24
G6J,2412,24,Région de la Chaudière-Appalaches,Région de la Chaudière-Appalaches,10110,73,24
G6K,2412,24,Région de la Chaudière-Appalaches,Région de la Chaudière-Appalaches,8237,73,24
G6L,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,15188,80,24
G6P,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,30135,80,24
G6R,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,4243,80,24
G6S,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,4889,80,24
G6T,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,9188,80,24
G6V,2412,24,Région de la Chaudière-Appalaches,Région de la Chaudière-Appalaches,31008,73,24
G6W,2412,24,Région de la Chaudière-Appalaches,Région de la Chaudière-Appalaches,23127,73,24
G6X,2412,24,Région de la Chaudière-Appalaches,Région de la Chaudière-Appalaches,9328,73,24
G6Y,2412,24,Région de la Chaudière-Appalaches,Région de la Chaudière-Appalaches,5260,73,24
G6Z,2412,24,Région de la Chaudière-Appalaches,Région de la Chaudière-Appalaches,19603,73,24
G7A,2412,24,Région de la Chaudière-Appalaches,Région de la Chaudière-Appalaches,23017,73,24
G7B,2402,24,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,17780,86,24
G7G,2402,24,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,16966,86,24
G7H,2402,24,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,28352,86,24
G7J,2402,24,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,14096,86,24
G7K,2402,24,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,1022,86,24
G7N,2402,24,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,5901,86,24
G7P,2402,24,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,7264,86,24
G7S,2402,24,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,20101,86,24
G7T,2402,24,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,618,86,24
G7X,2402,24,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,26349,86,24
G7Y,2402,24,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,721,86,24
G7Z,2402,24,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,2428,86,24
G8A,2402,24,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,5984,86,24
G8B,2402,24,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,22859,86,24
G8C,2402,24,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,4115,86,24
G8E,2402,24,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,3719,86,24
G8G,2402,24,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,3867,86,24
G8H,2402,24,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,10346,86,24
G8J,2402,24,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,4129,86,24
G8K,2402,24,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,10233,86,24
G8L,2402,24,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,14543,86,24
G8M,2402,24,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,5295,86,24
G8N,2402,24,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,2491,86,24
G8P,2410,24,Région du Nord-du-Québec,Région du Nord-du-Québec,7504,83,24
G8T,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,28411,80,24
G8V,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,8794,80,24
G8W,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,9934,80,24
G8Y,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,32334,80,24
G8Z,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,13596,80,24
G9A,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,20572,80,24
G9B,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,16998,80,24
G9C,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,2203,80,24
G9H,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,13016,80,24
G9N,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,15599,80,24
G9P,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,11125,80,24
G9R,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,2273,80,24
G9T,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,13748,80,24
G9X,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,10599,80,24
H0M,2416,24,Région de la Montérégie,Région de la Montérégie,1202,81,24
H1A,2406,24,Région de Montréal,Région de Montréal,30707,82,24
H1A,2416,24,Région de la Montérégie,Région de la Montérégie,,81,24
H1B,2406,24,Région de Montréal,Région de Montréal,19400,82,24
H1C,2406,24,Région de Montréal,Région de Montréal,14443,82,24
H1E,2406,24,Région de Montréal,Région de Montréal,42178,82,24
H1G,2406,24,Région de Montréal,Région de Montréal,50732,82,24
H1H,2406,24,Région de Montréal,Région de Montréal,36157,82,24
H1J,2406,24,Région de Montréal,Région de Montréal,10097,82,24
H1K,2406,24,Région de Montréal,Région de Montréal,35290,82,24
H1L,2406,24,Région de Montréal,Région de Montréal,30837,82,24
H1M,2406,24,Région de Montréal,Région de Montréal,27110,82,24
H1N,2406,24,Région de Montréal,Région de Montréal,22621,82,24
H1P,2406,24,Région de Montréal,Région de Montréal,18179,82,24
H1R,2406,24,Région de Montréal,Région de Montréal,30843,82,24
H1S,2406,24,Région de Montréal,Région de Montréal,25446,82,24
H1T,2406,24,Région de Montréal,Région de Montréal,25255,82,24
H1V,2406,24,Région de Montréal,Région de Montréal,18812,82,24
H1W,2406,24,Région de Montréal,Région de Montréal,23121,82,24
H1X,2406,24,Région de Montréal,Région de Montréal,28525,82,24
H1Y,2406,24,Région de Montréal,Région de Montréal,17572,82,24
H1Z,2406,24,Région de Montréal,Région de Montréal,34250,82,24
H2A,2406,24,Région de Montréal,Région de Montréal,16607,82,24
H2B,2406,24,Région de Montréal,Région de Montréal,17314,82,24
H2C,2406,24,Région de Montréal,Région de Montréal,17897,82,24
H2E,2406,24,Région de Montréal,Région de Montréal,10929,82,24
H2G,2406,24,Région de Montréal,Région de Montréal,18615,82,24
H2H,2406,24,Région de Montréal,Région de Montréal,14286,82,24
H2J,2406,24,Région de Montréal,Région de Montréal,23224,82,24
H2K,2406,24,Région de Montréal,Région de Montréal,28210,82,24
H2L,2406,24,Région de Montréal,Région de Montréal,21634,82,24
H2M,2406,24,Région de Montréal,Région de Montréal,18505,82,24
H2N,2406,24,Région de Montréal,Région de Montréal,6519,82,24
H2P,2406,24,Région de Montréal,Région de Montréal,13599,82,24
H2R,2406,24,Région de Montréal,Région de Montréal,16767,82,24
H2S,2406,24,Région de Montréal,Région de Montréal,22554,82,24
H2T,2406,24,Région de Montréal,Région de Montréal,16471,82,24
H2V,2406,24,Région de Montréal,Région de Montréal,29989,82,24
H2W,2406,24,Région de Montréal,Région de Montréal,11962,82,24
H2X,2406,24,Région de Montréal,Région de Montréal,16286,82,24
H2Y,2406,24,Région de Montréal,Région de Montréal,2643,82,24
H2Z,2406,24,Région de Montréal,Région de Montréal,2435,82,24
H3A,2406,24,Région de Montréal,Région de Montréal,2415,82,24
H3B,2406,24,Région de Montréal,Région de Montréal,517,82,24
H3C,2406,24,Région de Montréal,Région de Montréal,10753,82,24
H3C,2416,24,Région de la Montérégie,Région de la Montérégie,,81,24
H3E,2406,24,Région de Montréal,Région de Montréal,20461,82,24
H3G,2406,24,Région de Montréal,Région de Montréal,7917,82,24
H3H,2406,24,Région de Montréal,Région de Montréal,18783,82,24
H3J,2406,24,Région de Montréal,Région de Montréal,10542,82,24
H3K,2406,24,Région de Montréal,Région de Montréal,11994,82,24
H3L,2406,24,Région de Montréal,Région de Montréal,18941,82,24
H3M,2406,24,Région de Montréal,Région de Montréal,13904,82,24
H3N,2406,24,Région de Montréal,Région de Montréal,26541,82,24
H3P,2406,24,Région de Montréal,Région de Montréal,9596,82,24
H3R,2406,24,Région de Montréal,Région de Montréal,9410,82,24
H3S,2406,24,Région de Montréal,Région de Montréal,31221,82,24
H3T,2406,24,Région de Montréal,Région de Montréal,8335,82,24
H3V,2406,24,Région de Montréal,Région de Montréal,6301,82,24
H3W,2406,24,Région de Montréal,Région de Montréal,28294,82,24
H3X,2406,24,Région de Montréal,Région de Montréal,22413,82,24
H3Y,2406,24,Région de Montréal,Région de Montréal,9411,82,24
H3Z,2406,24,Région de Montréal,Région de Montréal,11316,82,24
H4A,2406,24,Région de Montréal,Région de Montréal,21595,82,24
H4B,2406,24,Région de Montréal,Région de Montréal,17671,82,24
H4C,2406,24,Région de Montréal,Région de Montréal,15528,82,24
H4E,2406,24,Région de Montréal,Région de Montréal,21323,82,24
H4G,2406,24,Région de Montréal,Région de Montréal,29604,82,24
H4H,2406,24,Région de Montréal,Région de Montréal,18957,82,24
H4J,2406,24,Région de Montréal,Région de Montréal,16299,82,24
H4K,2406,24,Région de Montréal,Région de Montréal,11113,82,24
H4L,2406,24,Région de Montréal,Région de Montréal,35976,82,24
H4M,2406,24,Région de Montréal,Région de Montréal,12161,82,24
H4N,2406,24,Région de Montréal,Région de Montréal,30812,82,24
H4P,2406,24,Région de Montréal,Région de Montréal,7390,82,24
H4R,2406,24,Région de Montréal,Région de Montréal,26148,82,24
H4S,2406,24,Région de Montréal,Région de Montréal,664,82,24
H4T,2406,24,Région de Montréal,Région de Montréal,2,82,24
H4V,2406,24,Région de Montréal,Région de Montréal,17258,82,24
H4W,2406,24,Région de Montréal,Région de Montréal,24636,82,24
H4X,2406,24,Région de Montréal,Région de Montréal,6366,82,24
H4Y,2406,24,Région de Montréal,Région de Montréal,2,82,24
H4Z,2406,24,Région de Montréal,Région de Montréal,462,82,24
H5A,2406,24,Région de Montréal,Région de Montréal,0,82,24
H5B,2406,24,Région de Montréal,Région de Montréal,0,82,24
H7A,2406,24,Région de Montréal,Région de Montréal,,82,24
H7A,2413,24,Région de Laval,Région de Laval,21150,79,24
H7B,2413,24,Région de Laval,Région de Laval,2652,79,24
H7C,2406,24,Région de Montréal,Région de Montréal,,82,24
H7C,2413,24,Région de Laval,Région de Laval,8656,79,24
H7E,2406,24,Région de Montréal,Région de Montréal,,82,24
H7E,2413,24,Région de Laval,Région de Laval,26545,79,24
H7G,2406,24,Région de Montréal,Région de Montréal,,82,24
H7G,2413,24,Région de Laval,Région de Laval,19918,79,24
H7H,2413,24,Région de Laval,Région de Laval,13330,79,24
H7J,2413,24,Région de Laval,Région de Laval,2104,79,24
H7K,2413,24,Région de Laval,Région de Laval,22467,79,24
H7L,2413,24,Région de Laval,Région de Laval,37457,79,24
H7M,2413,24,Région de Laval,Région de Laval,27287,79,24
H7N,2406,24,Région de Montréal,Région de Montréal,,82,24
H7N,2413,24,Région de Laval,Région de Laval,43400,79,24
H7P,2413,24,Région de Laval,Région de Laval,35157,79,24
H7R,2406,24,Région de Montréal,Région de Montréal,,82,24
H7R,2413,24,Région de Laval,Région de Laval,30267,79,24
H7S,2413,24,Région de Laval,Région de Laval,7008,79,24
H7T,2413,24,Région de Laval,Région de Laval,25685,79,24
H7V,2406,24,Région de Montréal,Région de Montréal,,82,24
H7V,2413,24,Région de Laval,Région de Laval,21975,79,24
H7W,2406,24,Région de Montréal,Région de Montréal,,82,24
H7W,2413,24,Région de Laval,Région de Laval,40446,79,24
H7X,2406,24,Région de Montréal,Région de Montréal,,82,24
H7X,2413,24,Région de Laval,Région de Laval,26324,79,24
H7Y,2406,24,Région de Montréal,Région de Montréal,,82,24
H7Y,2413,24,Région de Laval,Région de Laval,9202,79,24
H8N,2406,24,Région de Montréal,Région de Montréal,29231,82,24
H8P,2406,24,Région de Montréal,Région de Montréal,22402,82,24
H8R,2406,24,Région de Montréal,Région de Montréal,29771,82,24
H8S,2406,24,Région de Montréal,Région de Montréal,24293,82,24
H8T,2406,24,Région de Montréal,Région de Montréal,14910,82,24
H8Y,2406,24,Région de Montréal,Région de Montréal,18994,82,24
H8Z,2406,24,Région de Montréal,Région de Montréal,14660,82,24
H9A,2406,24,Région de Montréal,Région de Montréal,15596,82,24
H9B,2406,24,Région de Montréal,Région de Montréal,20639,82,24
H9C,2406,24,Région de Montréal,Région de Montréal,11539,82,24
H9E,2406,24,Région de Montréal,Région de Montréal,3118,82,24
H9G,2406,24,Région de Montréal,Région de Montréal,15255,82,24
H9H,2406,24,Région de Montréal,Région de Montréal,25585,82,24
H9J,2406,24,Région de Montréal,Région de Montréal,21549,82,24
H9K,2406,24,Région de Montréal,Région de Montréal,8690,82,24
H9P,2406,24,Région de Montréal,Région de Montréal,3780,82,24
H9R,2406,24,Région de Montréal,Région de Montréal,23490,82,24
H9S,2406,24,Région de Montréal,Région de Montréal,22402,82,24
H9W,2406,24,Région de Montréal,Région de Montréal,19183,82,24
H9X,2406,24,Région de Montréal,Région de Montréal,9618,82,24
J0A,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,11915,80,24
J0A,2405,24,Région de l'Estrie,Région de l'Estrie,5837,75,24
J0B,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,1410,80,24
J0B,2405,24,Région de l'Estrie,Région de l'Estrie,59244,75,24
J0C,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,21982,80,24
J0C,2405,24,Région de l'Estrie,Région de l'Estrie,,75,24
J0C,2416,24,Région de la Montérégie,Région de la Montérégie,,81,24
J0E,2405,24,Région de l'Estrie,Région de l'Estrie,46843,75,24
J0E,2416,24,Région de la Montérégie,Région de la Montérégie,144,81,24
J0G,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,8064,80,24
J0G,2416,24,Région de la Montérégie,Région de la Montérégie,9782,81,24
J0H,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,1937,80,24
J0H,2405,24,Région de l'Estrie,Région de l'Estrie,22,75,24
J0H,2416,24,Région de la Montérégie,Région de la Montérégie,48135,81,24
J0J,2405,24,Région de l'Estrie,Région de l'Estrie,10220,75,24
J0J,2416,24,Région de la Montérégie,Région de la Montérégie,29094,81,24
J0K,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,11079,80,24
J0K,2414,24,Région de Lanaudière,Région de Lanaudière,122477,77,24
J0L,2405,24,Région de l'Estrie,Région de l'Estrie,,75,24
J0L,2416,24,Région de la Montérégie,Région de la Montérégie,72315,81,24
J0M,2418,24,Région des Terres-Cries-de-la-Baie-James,Région des Terres-Cries-de-la-Baie-James,313,87,24
J0N,2414,24,Région de Lanaudière,Région de Lanaudière,,77,24
J0N,2415,24,Région des Laurentides,Région des Laurentides,48872,78,24
J0P,2415,24,Région des Laurentides,Région des Laurentides,,78,24
J0P,2416,24,Région de la Montérégie,Région de la Montérégie,38753,81,24
J0R,2415,24,Région des Laurentides,Région des Laurentides,34579,78,24
J0S,2416,24,Région de la Montérégie,Région de la Montérégie,32155,81,24
J0T,2407,24,Région de l'Outaouais,Région de l'Outaouais,601,85,24
J0T,2414,24,Région de Lanaudière,Région de Lanaudière,5620,77,24
J0T,2415,24,Région des Laurentides,Région des Laurentides,38840,78,24
J0V,2407,24,Région de l'Outaouais,Région de l'Outaouais,13763,85,24
J0V,2415,24,Région des Laurentides,Région des Laurentides,10717,78,24
J0W,2407,24,Région de l'Outaouais,Région de l'Outaouais,2358,85,24
J0W,2415,24,Région des Laurentides,Région des Laurentides,12993,78,24
J0X,2407,24,Région de l'Outaouais,Région de l'Outaouais,42507,85,24
J0X,2415,24,Région des Laurentides,Région des Laurentides,1294,78,24
J0Y,2408,24,Région de l'Abitibi-Témiscamingue,Région de l'Abitibi-Témiscamingue,19255,70,24
J0Y,2410,24,Région du Nord-du-Québec,Région du Nord-du-Québec,3167,83,24
J0Z,2408,24,Région de l'Abitibi-Témiscamingue,Région de l'Abitibi-Témiscamingue,30983,70,24
J0Z,2410,24,Région du Nord-du-Québec,Région du Nord-du-Québec,623,83,24
J1A,2405,24,Région de l'Estrie,Région de l'Estrie,8800,75,24
J1C,2405,24,Région de l'Estrie,Région de l'Estrie,6468,75,24
J1E,2405,24,Région de l'Estrie,Région de l'Estrie,23266,75,24
J1G,2405,24,Région de l'Estrie,Région de l'Estrie,19942,75,24
J1H,2405,24,Région de l'Estrie,Région de l'Estrie,27593,75,24
J1J,2405,24,Région de l'Estrie,Région de l'Estrie,13853,75,24
J1K,2405,24,Région de l'Estrie,Région de l'Estrie,6887,75,24
J1L,2405,24,Région de l'Estrie,Région de l'Estrie,14417,75,24
J1M,2405,24,Région de l'Estrie,Région de l'Estrie,5641,75,24
J1N,2405,24,Région de l'Estrie,Région de l'Estrie,32133,75,24
J1R,2405,24,Région de l'Estrie,Région de l'Estrie,10498,75,24
J1S,2405,24,Région de l'Estrie,Région de l'Estrie,7944,75,24
J1T,2405,24,Région de l'Estrie,Région de l'Estrie,7643,75,24
J1X,2405,24,Région de l'Estrie,Région de l'Estrie,31432,75,24
J1Z,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,5456,80,24
J2A,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,11495,80,24
J2B,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,28296,80,24
J2C,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,28927,80,24
J2E,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,3954,80,24
J2G,2405,24,Région de l'Estrie,Région de l'Estrie,29110,75,24
J2H,2405,24,Région de l'Estrie,Région de l'Estrie,18930,75,24
J2J,2405,24,Région de l'Estrie,Région de l'Estrie,17664,75,24
J2K,2405,24,Région de l'Estrie,Région de l'Estrie,16510,75,24
J2L,2405,24,Région de l'Estrie,Région de l'Estrie,9031,75,24
J2M,2405,24,Région de l'Estrie,Région de l'Estrie,6947,75,24
J2N,2405,24,Région de l'Estrie,Région de l'Estrie,8878,75,24
J2R,2416,24,Région de la Montérégie,Région de la Montérégie,9746,81,24
J2S,2416,24,Région de la Montérégie,Région de la Montérégie,28569,81,24
J2T,2416,24,Région de la Montérégie,Région de la Montérégie,16486,81,24
J2W,2416,24,Région de la Montérégie,Région de la Montérégie,28253,81,24
J2X,2416,24,Région de la Montérégie,Région de la Montérégie,19635,81,24
J2Y,2416,24,Région de la Montérégie,Région de la Montérégie,5478,81,24
J3A,2416,24,Région de la Montérégie,Région de la Montérégie,8464,81,24
J3B,2416,24,Région de la Montérégie,Région de la Montérégie,32724,81,24
J3E,2416,24,Région de la Montérégie,Région de la Montérégie,29871,81,24
J3G,2416,24,Région de la Montérégie,Région de la Montérégie,32128,81,24
J3H,2416,24,Région de la Montérégie,Région de la Montérégie,25038,81,24
J3L,2416,24,Région de la Montérégie,Région de la Montérégie,48219,81,24
J3M,2416,24,Région de la Montérégie,Région de la Montérégie,10725,81,24
J3N,2416,24,Région de la Montérégie,Région de la Montérégie,17059,81,24
J3P,2416,24,Région de la Montérégie,Région de la Montérégie,24876,81,24
J3R,2416,24,Région de la Montérégie,Région de la Montérégie,13989,81,24
J3T,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,8159,80,24
J3V,2416,24,Région de la Montérégie,Région de la Montérégie,25618,81,24
J3X,2416,24,Région de la Montérégie,Région de la Montérégie,21226,81,24
J3Y,2416,24,Région de la Montérégie,Région de la Montérégie,59005,81,24
J3Z,2416,24,Région de la Montérégie,Région de la Montérégie,5164,81,24
J4B,2416,24,Région de la Montérégie,Région de la Montérégie,41128,81,24
J4G,2416,24,Région de la Montérégie,Région de la Montérégie,9853,81,24
J4H,2416,24,Région de la Montérégie,Région de la Montérégie,15173,81,24
J4J,2416,24,Région de la Montérégie,Région de la Montérégie,30190,81,24
J4K,2416,24,Région de la Montérégie,Région de la Montérégie,24465,81,24
J4L,2416,24,Région de la Montérégie,Région de la Montérégie,29712,81,24
J4M,2416,24,Région de la Montérégie,Région de la Montérégie,11565,81,24
J4N,2416,24,Région de la Montérégie,Région de la Montérégie,8217,81,24
J4P,2416,24,Région de la Montérégie,Région de la Montérégie,10710,81,24
J4R,2416,24,Région de la Montérégie,Région de la Montérégie,9640,81,24
J4S,2416,24,Région de la Montérégie,Région de la Montérégie,6175,81,24
J4T,2416,24,Région de la Montérégie,Région de la Montérégie,17771,81,24
J4V,2416,24,Région de la Montérégie,Région de la Montérégie,16578,81,24
J4W,2416,24,Région de la Montérégie,Région de la Montérégie,18471,81,24
J4X,2416,24,Région de la Montérégie,Région de la Montérégie,17359,81,24
J4Y,2416,24,Région de la Montérégie,Région de la Montérégie,23020,81,24
J4Z,2416,24,Région de la Montérégie,Région de la Montérégie,26325,81,24
J5A,2416,24,Région de la Montérégie,Région de la Montérégie,27136,81,24
J5B,2416,24,Région de la Montérégie,Région de la Montérégie,7452,81,24
J5C,2416,24,Région de la Montérégie,Région de la Montérégie,17015,81,24
J5J,2414,24,Région de Lanaudière,Région de Lanaudière,,77,24
J5J,2415,24,Région des Laurentides,Région des Laurentides,15486,78,24
J5K,2415,24,Région des Laurentides,Région des Laurentides,15898,78,24
J5L,2415,24,Région des Laurentides,Région des Laurentides,18774,78,24
J5M,2414,24,Région de Lanaudière,Région de Lanaudière,20158,77,24
J5M,2415,24,Région des Laurentides,Région des Laurentides,,78,24
J5R,2416,24,Région de la Montérégie,Région de la Montérégie,44779,81,24
J5T,2414,24,Région de Lanaudière,Région de Lanaudière,13532,77,24
J5V,2404,24,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,7114,80,24
J5W,2414,24,Région de Lanaudière,Région de Lanaudière,25181,77,24
J5X,2414,24,Région de Lanaudière,Région de Lanaudière,8693,77,24
J5Y,2414,24,Région de Lanaudière,Région de Lanaudière,27805,77,24
J5Z,2414,24,Région de Lanaudière,Région de Lanaudière,27173,77,24
J6A,2414,24,Région de Lanaudière,Région de Lanaudière,35040,77,24
J6E,2414,24,Région de Lanaudière,Région de Lanaudière,42686,77,24
J6J,2416,24,Région de la Montérégie,Région de la Montérégie,23424,81,24
J6K,2416,24,Région de la Montérégie,Région de la Montérégie,24279,81,24
J6N,2416,24,Région de la Montérégie,Région de la Montérégie,13525,81,24
J6R,2416,24,Région de la Montérégie,Région de la Montérégie,13105,81,24
J6S,2416,24,Région de la Montérégie,Région de la Montérégie,23129,81,24
J6T,2416,24,Région de la Montérégie,Région de la Montérégie,17174,81,24
J6V,2413,24,Région de Laval,Région de Laval,,79,24
J6V,2414,24,Région de Lanaudière,Région de Lanaudière,12344,77,24
J6W,2413,24,Région de Laval,Région de Laval,,79,24
J6W,2414,24,Région de Lanaudière,Région de Lanaudière,31542,77,24
J6X,2413,24,Région de Laval,Région de Laval,,79,24
J6X,2414,24,Région de Lanaudière,Région de Lanaudière,24597,77,24
J6X,2415,24,Région des Laurentides,Région des Laurentides,,78,24
J6Y,2413,24,Région de Laval,Région de Laval,,79,24
J6Y,2414,24,Région de Lanaudière,Région de Lanaudière,18597,77,24
J6Y,2415,24,Région des Laurentides,Région des Laurentides,,78,24
J6Z,2413,24,Région de Laval,Région de Laval,,79,24
J6Z,2414,24,Région de Lanaudière,Région de Lanaudière,,77,24
