id,code,eng_name,fre_name,estimated_pop,fk_healthregion_id,fk_province_id
349,G5Y,Region de la Chaudiere-Appalaches,Region de la Chaudiere-Appalaches,23848,73,24
350,G5Z,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,81,80,24
351,G5Z,Region de la Chaudiere-Appalaches,Region de la Chaudiere-Appalaches,6181,73,24
352,G6A,Region de la Chaudiere-Appalaches,Region de la Chaudiere-Appalaches,2217,73,24
353,G6B,Region de l'Estrie,Region de l'Estrie,7879,75,24
354,G6C,Region de la Chaudiere-Appalaches,Region de la Chaudiere-Appalaches,6791,73,24
355,G6E,Region de la Chaudiere-Appalaches,Region de la Chaudiere-Appalaches,13527,73,24
356,G6G,Region de la Chaudiere-Appalaches,Region de la Chaudiere-Appalaches,19208,73,24
357,G6H,Region de la Chaudiere-Appalaches,Region de la Chaudiere-Appalaches,7277,73,24
358,G6J,Region de la Chaudiere-Appalaches,Region de la Chaudiere-Appalaches,10110,73,24
359,G6K,Region de la Chaudiere-Appalaches,Region de la Chaudiere-Appalaches,8237,73,24
360,G6L,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,15188,80,24
361,G6P,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,30135,80,24
362,G6R,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,4243,80,24
363,G6S,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,4889,80,24
364,G6T,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,9188,80,24
365,G6V,Region de la Chaudiere-Appalaches,Region de la Chaudiere-Appalaches,31008,73,24
366,G6W,Region de la Chaudiere-Appalaches,Region de la Chaudiere-Appalaches,23127,73,24
367,G6X,Region de la Chaudiere-Appalaches,Region de la Chaudiere-Appalaches,9328,73,24
368,G6Y,Region de la Chaudiere-Appalaches,Region de la Chaudiere-Appalaches,5260,73,24
369,G6Z,Region de la Chaudiere-Appalaches,Region de la Chaudiere-Appalaches,19603,73,24
370,G7A,Region de la Chaudiere-Appalaches,Region de la Chaudiere-Appalaches,23017,73,24
371,G7B,Region du Saguenay Lac-Saint-Jean,Region du Saguenay Lac-Saint-Jean,17780,86,24
372,G7G,Region du Saguenay Lac-Saint-Jean,Region du Saguenay Lac-Saint-Jean,16966,86,24
373,G7H,Region du Saguenay Lac-Saint-Jean,Region du Saguenay Lac-Saint-Jean,28352,86,24
374,G7J,Region du Saguenay Lac-Saint-Jean,Region du Saguenay Lac-Saint-Jean,14096,86,24
375,G7K,Region du Saguenay Lac-Saint-Jean,Region du Saguenay Lac-Saint-Jean,1022,86,24
376,G7N,Region du Saguenay Lac-Saint-Jean,Region du Saguenay Lac-Saint-Jean,5901,86,24
377,G7P,Region du Saguenay Lac-Saint-Jean,Region du Saguenay Lac-Saint-Jean,7264,86,24
378,G7S,Region du Saguenay Lac-Saint-Jean,Region du Saguenay Lac-Saint-Jean,20101,86,24
379,G7T,Region du Saguenay Lac-Saint-Jean,Region du Saguenay Lac-Saint-Jean,618,86,24
380,G7X,Region du Saguenay Lac-Saint-Jean,Region du Saguenay Lac-Saint-Jean,26349,86,24
381,G7Y,Region du Saguenay Lac-Saint-Jean,Region du Saguenay Lac-Saint-Jean,721,86,24
382,G7Z,Region du Saguenay Lac-Saint-Jean,Region du Saguenay Lac-Saint-Jean,2428,86,24
383,G8A,Region du Saguenay Lac-Saint-Jean,Region du Saguenay Lac-Saint-Jean,5984,86,24
384,G8B,Region du Saguenay Lac-Saint-Jean,Region du Saguenay Lac-Saint-Jean,22859,86,24
385,G8C,Region du Saguenay Lac-Saint-Jean,Region du Saguenay Lac-Saint-Jean,4115,86,24
386,G8E,Region du Saguenay Lac-Saint-Jean,Region du Saguenay Lac-Saint-Jean,3719,86,24
387,G8G,Region du Saguenay Lac-Saint-Jean,Region du Saguenay Lac-Saint-Jean,3867,86,24
388,G8H,Region du Saguenay Lac-Saint-Jean,Region du Saguenay Lac-Saint-Jean,10346,86,24
389,G8J,Region du Saguenay Lac-Saint-Jean,Region du Saguenay Lac-Saint-Jean,4129,86,24
390,G8K,Region du Saguenay Lac-Saint-Jean,Region du Saguenay Lac-Saint-Jean,10233,86,24
391,G8L,Region du Saguenay Lac-Saint-Jean,Region du Saguenay Lac-Saint-Jean,14543,86,24
392,G8M,Region du Saguenay Lac-Saint-Jean,Region du Saguenay Lac-Saint-Jean,5295,86,24
393,G8N,Region du Saguenay Lac-Saint-Jean,Region du Saguenay Lac-Saint-Jean,2491,86,24
394,G8P,Region du Nord-du-Quebec,Region du Nord-du-Quebec,7504,83,24
395,G8T,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,28411,80,24
396,G8V,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,8794,80,24
397,G8W,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,9934,80,24
398,G8Y,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,32334,80,24
399,G8Z,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,13596,80,24
400,G9A,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,20572,80,24
401,G9B,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,16998,80,24
402,G9C,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,2203,80,24
403,G9H,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,13016,80,24
404,G9N,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,15599,80,24
405,G9P,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,11125,80,24
406,G9R,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,2273,80,24
407,G9T,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,13748,80,24
408,G9X,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,10599,80,24
409,H0M,Region de la Monteregie,Region de la Monteregie,1202,81,24
410,H1A,Region de Montreal,Region de Montreal,30707,82,24
411,H1A,Region de la Monteregie,Region de la Monteregie,0,81,24
412,H1B,Region de Montreal,Region de Montreal,19400,82,24
413,H1C,Region de Montreal,Region de Montreal,14443,82,24
414,H1E,Region de Montreal,Region de Montreal,42178,82,24
415,H1G,Region de Montreal,Region de Montreal,50732,82,24
416,H1H,Region de Montreal,Region de Montreal,36157,82,24
417,H1J,Region de Montreal,Region de Montreal,10097,82,24
418,H1K,Region de Montreal,Region de Montreal,35290,82,24
419,H1L,Region de Montreal,Region de Montreal,30837,82,24
420,H1M,Region de Montreal,Region de Montreal,27110,82,24
421,H1N,Region de Montreal,Region de Montreal,22621,82,24
422,H1P,Region de Montreal,Region de Montreal,18179,82,24
423,H1R,Region de Montreal,Region de Montreal,30843,82,24
424,H1S,Region de Montreal,Region de Montreal,25446,82,24
425,H1T,Region de Montreal,Region de Montreal,25255,82,24
426,H1V,Region de Montreal,Region de Montreal,18812,82,24
427,H1W,Region de Montreal,Region de Montreal,23121,82,24
428,H1X,Region de Montreal,Region de Montreal,28525,82,24
429,H1Y,Region de Montreal,Region de Montreal,17572,82,24
430,H1Z,Region de Montreal,Region de Montreal,34250,82,24
431,H2A,Region de Montreal,Region de Montreal,16607,82,24
432,H2B,Region de Montreal,Region de Montreal,17314,82,24
433,H2C,Region de Montreal,Region de Montreal,17897,82,24
434,H2E,Region de Montreal,Region de Montreal,10929,82,24
435,H2G,Region de Montreal,Region de Montreal,18615,82,24
436,H2H,Region de Montreal,Region de Montreal,14286,82,24
437,H2J,Region de Montreal,Region de Montreal,23224,82,24
438,H2K,Region de Montreal,Region de Montreal,28210,82,24
439,H2L,Region de Montreal,Region de Montreal,21634,82,24
440,H2M,Region de Montreal,Region de Montreal,18505,82,24
441,H2N,Region de Montreal,Region de Montreal,6519,82,24
442,H2P,Region de Montreal,Region de Montreal,13599,82,24
443,H2R,Region de Montreal,Region de Montreal,16767,82,24
444,H2S,Region de Montreal,Region de Montreal,22554,82,24
445,H2T,Region de Montreal,Region de Montreal,16471,82,24
446,H2V,Region de Montreal,Region de Montreal,29989,82,24
447,H2W,Region de Montreal,Region de Montreal,11962,82,24
448,H2X,Region de Montreal,Region de Montreal,16286,82,24
449,H2Y,Region de Montreal,Region de Montreal,2643,82,24
450,H2Z,Region de Montreal,Region de Montreal,2435,82,24
451,H3A,Region de Montreal,Region de Montreal,2415,82,24
452,H3B,Region de Montreal,Region de Montreal,517,82,24
453,H3C,Region de Montreal,Region de Montreal,10753,82,24
454,H3C,Region de la Monteregie,Region de la Monteregie,0,81,24
455,H3E,Region de Montreal,Region de Montreal,20461,82,24
456,H3G,Region de Montreal,Region de Montreal,7917,82,24
457,H3H,Region de Montreal,Region de Montreal,18783,82,24
458,H3J,Region de Montreal,Region de Montreal,10542,82,24
459,H3K,Region de Montreal,Region de Montreal,11994,82,24
460,H3L,Region de Montreal,Region de Montreal,18941,82,24
461,H3M,Region de Montreal,Region de Montreal,13904,82,24
462,H3N,Region de Montreal,Region de Montreal,26541,82,24
463,H3P,Region de Montreal,Region de Montreal,9596,82,24
464,H3R,Region de Montreal,Region de Montreal,9410,82,24
465,H3S,Region de Montreal,Region de Montreal,31221,82,24
466,H3T,Region de Montreal,Region de Montreal,8335,82,24
467,H3V,Region de Montreal,Region de Montreal,6301,82,24
468,H3W,Region de Montreal,Region de Montreal,28294,82,24
469,H3X,Region de Montreal,Region de Montreal,22413,82,24
470,H3Y,Region de Montreal,Region de Montreal,9411,82,24
471,H3Z,Region de Montreal,Region de Montreal,11316,82,24
472,H4A,Region de Montreal,Region de Montreal,21595,82,24
473,H4B,Region de Montreal,Region de Montreal,17671,82,24
474,H4C,Region de Montreal,Region de Montreal,15528,82,24
475,H4E,Region de Montreal,Region de Montreal,21323,82,24
476,H4G,Region de Montreal,Region de Montreal,29604,82,24
477,H4H,Region de Montreal,Region de Montreal,18957,82,24
478,H4J,Region de Montreal,Region de Montreal,16299,82,24
479,H4K,Region de Montreal,Region de Montreal,11113,82,24
480,H4L,Region de Montreal,Region de Montreal,35976,82,24
481,H4M,Region de Montreal,Region de Montreal,12161,82,24
482,H4N,Region de Montreal,Region de Montreal,30812,82,24
483,H4P,Region de Montreal,Region de Montreal,7390,82,24
484,H4R,Region de Montreal,Region de Montreal,26148,82,24
485,H4S,Region de Montreal,Region de Montreal,664,82,24
486,H4T,Region de Montreal,Region de Montreal,2,82,24
487,H4V,Region de Montreal,Region de Montreal,17258,82,24
488,H4W,Region de Montreal,Region de Montreal,24636,82,24
489,H4X,Region de Montreal,Region de Montreal,6366,82,24
490,H4Y,Region de Montreal,Region de Montreal,2,82,24
491,H4Z,Region de Montreal,Region de Montreal,462,82,24
492,H5A,Region de Montreal,Region de Montreal,0,82,24
493,H5B,Region de Montreal,Region de Montreal,0,82,24
494,H7A,Region de Montreal,Region de Montreal,0,82,24
495,H7A,Region de Laval,Region de Laval,21150,79,24
496,H7B,Region de Laval,Region de Laval,2652,79,24
497,H7C,Region de Montreal,Region de Montreal,0,82,24
498,H7C,Region de Laval,Region de Laval,8656,79,24
499,H7E,Region de Montreal,Region de Montreal,0,82,24
500,H7E,Region de Laval,Region de Laval,26545,79,24
501,H7G,Region de Montreal,Region de Montreal,0,82,24
502,H7G,Region de Laval,Region de Laval,19918,79,24
503,H7H,Region de Laval,Region de Laval,13330,79,24
504,H7J,Region de Laval,Region de Laval,2104,79,24
505,H7K,Region de Laval,Region de Laval,22467,79,24
506,H7L,Region de Laval,Region de Laval,37457,79,24
507,H7M,Region de Laval,Region de Laval,27287,79,24
508,H7N,Region de Montreal,Region de Montreal,0,82,24
509,H7N,Region de Laval,Region de Laval,43400,79,24
510,H7P,Region de Laval,Region de Laval,35157,79,24
511,H7R,Region de Montreal,Region de Montreal,0,82,24
512,H7R,Region de Laval,Region de Laval,30267,79,24
513,H7S,Region de Laval,Region de Laval,7008,79,24
514,H7T,Region de Laval,Region de Laval,25685,79,24
515,H7V,Region de Montreal,Region de Montreal,0,82,24
516,H7V,Region de Laval,Region de Laval,21975,79,24
517,H7W,Region de Montreal,Region de Montreal,0,82,24
518,H7W,Region de Laval,Region de Laval,40446,79,24
519,H7X,Region de Montreal,Region de Montreal,0,82,24
520,H7X,Region de Laval,Region de Laval,26324,79,24
521,H7Y,Region de Montreal,Region de Montreal,0,82,24
522,H7Y,Region de Laval,Region de Laval,9202,79,24
523,H8N,Region de Montreal,Region de Montreal,29231,82,24
524,H8P,Region de Montreal,Region de Montreal,22402,82,24
525,H8R,Region de Montreal,Region de Montreal,29771,82,24
526,H8S,Region de Montreal,Region de Montreal,24293,82,24
527,H8T,Region de Montreal,Region de Montreal,14910,82,24
528,H8Y,Region de Montreal,Region de Montreal,18994,82,24
529,H8Z,Region de Montreal,Region de Montreal,14660,82,24
530,H9A,Region de Montreal,Region de Montreal,15596,82,24
531,H9B,Region de Montreal,Region de Montreal,20639,82,24
532,H9C,Region de Montreal,Region de Montreal,11539,82,24
533,H9E,Region de Montreal,Region de Montreal,3118,82,24
534,H9G,Region de Montreal,Region de Montreal,15255,82,24
535,H9H,Region de Montreal,Region de Montreal,25585,82,24
536,H9J,Region de Montreal,Region de Montreal,21549,82,24
537,H9K,Region de Montreal,Region de Montreal,8690,82,24
538,H9P,Region de Montreal,Region de Montreal,3780,82,24
539,H9R,Region de Montreal,Region de Montreal,23490,82,24
540,H9S,Region de Montreal,Region de Montreal,22402,82,24
541,H9W,Region de Montreal,Region de Montreal,19183,82,24
542,H9X,Region de Montreal,Region de Montreal,9618,82,24
543,J0A,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,11915,80,24
544,J0A,Region de l'Estrie,Region de l'Estrie,5837,75,24
545,J0B,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,1410,80,24
546,J0B,Region de l'Estrie,Region de l'Estrie,59244,75,24
547,J0C,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,21982,80,24
548,J0C,Region de l'Estrie,Region de l'Estrie,0,75,24
549,J0C,Region de la Monteregie,Region de la Monteregie,0,81,24
550,J0E,Region de l'Estrie,Region de l'Estrie,46843,75,24
551,J0E,Region de la Monteregie,Region de la Monteregie,144,81,24
552,J0G,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,8064,80,24
553,J0G,Region de la Monteregie,Region de la Monteregie,9782,81,24
554,J0H,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,1937,80,24
555,J0H,Region de l'Estrie,Region de l'Estrie,22,75,24
556,J0H,Region de la Monteregie,Region de la Monteregie,48135,81,24
557,J0J,Region de l'Estrie,Region de l'Estrie,10220,75,24
558,J0J,Region de la Monteregie,Region de la Monteregie,29094,81,24
559,J0K,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,11079,80,24
560,J0K,Region de Lanaudiere,Region de Lanaudiere,122477,77,24
561,J0L,Region de l'Estrie,Region de l'Estrie,0,75,24
562,J0L,Region de la Monteregie,Region de la Monteregie,72315,81,24
563,J0M,Region des Terres-Cries-de-la-Baie-James,Region des Terres-Cries-de-la-Baie-James,313,87,24
564,J0N,Region de Lanaudiere,Region de Lanaudiere,0,77,24
565,J0N,Region des Laurentides,Region des Laurentides,48872,78,24
566,J0P,Region des Laurentides,Region des Laurentides,0,78,24
567,J0P,Region de la Monteregie,Region de la Monteregie,38753,81,24
568,J0R,Region des Laurentides,Region des Laurentides,34579,78,24
569,J0S,Region de la Monteregie,Region de la Monteregie,32155,81,24
570,J0T,Region de l'Outaouais,Region de l'Outaouais,601,85,24
571,J0T,Region de Lanaudiere,Region de Lanaudiere,5620,77,24
572,J0T,Region des Laurentides,Region des Laurentides,38840,78,24
573,J0V,Region de l'Outaouais,Region de l'Outaouais,13763,85,24
574,J0V,Region des Laurentides,Region des Laurentides,10717,78,24
575,J0W,Region de l'Outaouais,Region de l'Outaouais,2358,85,24
576,J0W,Region des Laurentides,Region des Laurentides,12993,78,24
577,J0X,Region de l'Outaouais,Region de l'Outaouais,42507,85,24
578,J0X,Region des Laurentides,Region des Laurentides,1294,78,24
579,J0Y,Region de l'Abitibi-Temiscamingue,Region de l'Abitibi-Temiscamingue,19255,70,24
580,J0Y,Region du Nord-du-Quebec,Region du Nord-du-Quebec,3167,83,24
581,J0Z,Region de l'Abitibi-Temiscamingue,Region de l'Abitibi-Temiscamingue,30983,70,24
582,J0Z,Region du Nord-du-Quebec,Region du Nord-du-Quebec,623,83,24
583,J1A,Region de l'Estrie,Region de l'Estrie,8800,75,24
584,J1C,Region de l'Estrie,Region de l'Estrie,6468,75,24
585,J1E,Region de l'Estrie,Region de l'Estrie,23266,75,24
586,J1G,Region de l'Estrie,Region de l'Estrie,19942,75,24
587,J1H,Region de l'Estrie,Region de l'Estrie,27593,75,24
588,J1J,Region de l'Estrie,Region de l'Estrie,13853,75,24
589,J1K,Region de l'Estrie,Region de l'Estrie,6887,75,24
590,J1L,Region de l'Estrie,Region de l'Estrie,14417,75,24
591,J1M,Region de l'Estrie,Region de l'Estrie,5641,75,24
592,J1N,Region de l'Estrie,Region de l'Estrie,32133,75,24
593,J1R,Region de l'Estrie,Region de l'Estrie,10498,75,24
594,J1S,Region de l'Estrie,Region de l'Estrie,7944,75,24
595,J1T,Region de l'Estrie,Region de l'Estrie,7643,75,24
596,J1X,Region de l'Estrie,Region de l'Estrie,31432,75,24
597,J1Z,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,5456,80,24
598,J2A,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,11495,80,24
599,J2B,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,28296,80,24
600,J2C,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,28927,80,24
601,J2E,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,3954,80,24
602,J2G,Region de l'Estrie,Region de l'Estrie,29110,75,24
603,J2H,Region de l'Estrie,Region de l'Estrie,18930,75,24
604,J2J,Region de l'Estrie,Region de l'Estrie,17664,75,24
605,J2K,Region de l'Estrie,Region de l'Estrie,16510,75,24
606,J2L,Region de l'Estrie,Region de l'Estrie,9031,75,24
607,J2M,Region de l'Estrie,Region de l'Estrie,6947,75,24
608,J2N,Region de l'Estrie,Region de l'Estrie,8878,75,24
609,J2R,Region de la Monteregie,Region de la Monteregie,9746,81,24
610,J2S,Region de la Monteregie,Region de la Monteregie,28569,81,24
611,J2T,Region de la Monteregie,Region de la Monteregie,16486,81,24
612,J2W,Region de la Monteregie,Region de la Monteregie,28253,81,24
613,J2X,Region de la Monteregie,Region de la Monteregie,19635,81,24
614,J2Y,Region de la Monteregie,Region de la Monteregie,5478,81,24
615,J3A,Region de la Monteregie,Region de la Monteregie,8464,81,24
616,J3B,Region de la Monteregie,Region de la Monteregie,32724,81,24
617,J3E,Region de la Monteregie,Region de la Monteregie,29871,81,24
618,J3G,Region de la Monteregie,Region de la Monteregie,32128,81,24
619,J3H,Region de la Monteregie,Region de la Monteregie,25038,81,24
620,J3L,Region de la Monteregie,Region de la Monteregie,48219,81,24
621,J3M,Region de la Monteregie,Region de la Monteregie,10725,81,24
622,J3N,Region de la Monteregie,Region de la Monteregie,17059,81,24
623,J3P,Region de la Monteregie,Region de la Monteregie,24876,81,24
624,J3R,Region de la Monteregie,Region de la Monteregie,13989,81,24
625,J3T,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,8159,80,24
626,J3V,Region de la Monteregie,Region de la Monteregie,25618,81,24
627,J3X,Region de la Monteregie,Region de la Monteregie,21226,81,24
628,J3Y,Region de la Monteregie,Region de la Monteregie,59005,81,24
629,J3Z,Region de la Monteregie,Region de la Monteregie,5164,81,24
630,J4B,Region de la Monteregie,Region de la Monteregie,41128,81,24
631,J4G,Region de la Monteregie,Region de la Monteregie,9853,81,24
632,J4H,Region de la Monteregie,Region de la Monteregie,15173,81,24
633,J4J,Region de la Monteregie,Region de la Monteregie,30190,81,24
634,J4K,Region de la Monteregie,Region de la Monteregie,24465,81,24
635,J4L,Region de la Monteregie,Region de la Monteregie,29712,81,24
636,J4M,Region de la Monteregie,Region de la Monteregie,11565,81,24
637,J4N,Region de la Monteregie,Region de la Monteregie,8217,81,24
638,J4P,Region de la Monteregie,Region de la Monteregie,10710,81,24
639,J4R,Region de la Monteregie,Region de la Monteregie,9640,81,24
640,J4S,Region de la Monteregie,Region de la Monteregie,6175,81,24
641,J4T,Region de la Monteregie,Region de la Monteregie,17771,81,24
642,J4V,Region de la Monteregie,Region de la Monteregie,16578,81,24
643,J4W,Region de la Monteregie,Region de la Monteregie,18471,81,24
644,J4X,Region de la Monteregie,Region de la Monteregie,17359,81,24
645,J4Y,Region de la Monteregie,Region de la Monteregie,23020,81,24
646,J4Z,Region de la Monteregie,Region de la Monteregie,26325,81,24
647,J5A,Region de la Monteregie,Region de la Monteregie,27136,81,24
648,J5B,Region de la Monteregie,Region de la Monteregie,7452,81,24
649,J5C,Region de la Monteregie,Region de la Monteregie,17015,81,24
650,J5J,Region de Lanaudiere,Region de Lanaudiere,0,77,24
651,J5J,Region des Laurentides,Region des Laurentides,15486,78,24
652,J5K,Region des Laurentides,Region des Laurentides,15898,78,24
653,J5L,Region des Laurentides,Region des Laurentides,18774,78,24
654,J5M,Region de Lanaudiere,Region de Lanaudiere,20158,77,24
655,J5M,Region des Laurentides,Region des Laurentides,0,78,24
656,J5R,Region de la Monteregie,Region de la Monteregie,44779,81,24
657,J5T,Region de Lanaudiere,Region de Lanaudiere,13532,77,24
658,J5V,Region de la Mauricie et du Centre-du-Quebec,Region de la Mauricie et du Centre-du-Quebec,7114,80,24
659,J5W,Region de Lanaudiere,Region de Lanaudiere,25181,77,24
660,J5X,Region de Lanaudiere,Region de Lanaudiere,8693,77,24
661,J5Y,Region de Lanaudiere,Region de Lanaudiere,27805,77,24
662,J5Z,Region de Lanaudiere,Region de Lanaudiere,27173,77,24
663,J6A,Region de Lanaudiere,Region de Lanaudiere,35040,77,24
664,J6E,Region de Lanaudiere,Region de Lanaudiere,42686,77,24
665,J6J,Region de la Monteregie,Region de la Monteregie,23424,81,24
666,J6K,Region de la Monteregie,Region de la Monteregie,24279,81,24
667,J6N,Region de la Monteregie,Region de la Monteregie,13525,81,24
668,J6R,Region de la Monteregie,Region de la Monteregie,13105,81,24
669,J6S,Region de la Monteregie,Region de la Monteregie,23129,81,24
670,J6T,Region de la Monteregie,Region de la Monteregie,17174,81,24
671,J6V,Region de Laval,Region de Laval,0,79,24
672,J6V,Region de Lanaudiere,Region de Lanaudiere,12344,77,24
673,J6W,Region de Laval,Region de Laval,0,79,24
674,J6W,Region de Lanaudiere,Region de Lanaudiere,31542,77,24
675,J6X,Region de Laval,Region de Laval,0,79,24
676,J6X,Region de Lanaudiere,Region de Lanaudiere,24597,77,24
677,J6X,Region des Laurentides,Region des Laurentides,0,78,24
678,J6Y,Region de Laval,Region de Laval,0,79,24
679,J6Y,Region de Lanaudiere,Region de Lanaudiere,18597,77,24
680,J6Y,Region des Laurentides,Region des Laurentides,0,78,24
681,J6Z,Region de Laval,Region de Laval,0,79,24
682,J6Z,Region de Lanaudiere,Region de Lanaudiere,0,77,24
683,J6Z,Region des Laurentides,Region des Laurentides,18304,78,24
684,J7A,Region de Laval,Region de Laval,0,79,24
685,J7A,Region des Laurentides,Region des Laurentides,13990,78,24
686,J7B,Region des Laurentides,Region des Laurentides,14349,78,24
687,J7C,Region de Lanaudiere,Region de Lanaudiere,0,77,24
688,J7C,Region des Laurentides,Region des Laurentides,42799,78,24
689,J7E,Region des Laurentides,Region des Laurentides,28587,78,24
690,J7G,Region de Laval,Region de Laval,0,79,24
691,J7G,Region des Laurentides,Region des Laurentides,17048,78,24
692,J7H,Region des Laurentides,Region des Laurentides,7002,78,24
693,J7J,Region des Laurentides,Region des Laurentides,22523,78,24
694,J7K,Region de Lanaudiere,Region de Lanaudiere,34460,77,24
695,J7L,Region de Lanaudiere,Region de Lanaudiere,12051,77,24
696,J7M,Region de Lanaudiere,Region de Lanaudiere,24089,77,24
697,J7M,Region des Laurentides,Region des Laurentides,0,78,24
698,J7N,Region des Laurentides,Region des Laurentides,27754,78,24
699,J7P,Region de Laval,Region de Laval,0,79,24
700,J7P,Region des Laurentides,Region des Laurentides,24800,78,24
701,J7R,Region de Laval,Region de Laval,0,79,24
702,J7R,Region des Laurentides,Region des Laurentides,36554,78,24
703,J7T,Region de la Monteregie,Region de la Monteregie,26959,81,24
704,J7V,Region de la Monteregie,Region de la Monteregie,62448,81,24
705,J7W,Region de la Monteregie,Region de la Monteregie,14558,81,24
706,J7X,Region de la Monteregie,Region de la Monteregie,5343,81,24
707,J7Y,Region des Laurentides,Region des Laurentides,26419,78,24
708,J7Z,Region des Laurentides,Region des Laurentides,29001,78,24
709,J8A,Region de Lanaudiere,Region de Lanaudiere,0,77,24
710,J8A,Region des Laurentides,Region des Laurentides,9081,78,24
711,J8B,Region des Laurentides,Region des Laurentides,12819,78,24
712,J8C,Region des Laurentides,Region des Laurentides,10478,78,24
713,J8E,Region des Laurentides,Region des Laurentides,9643,78,24
714,J8G,Region des Laurentides,Region des Laurentides,7767,78,24
715,J8H,Region des Laurentides,Region des Laurentides,13265,78,24
716,J8L,Region de l'Outaouais,Region de l'Outaouais,18633,85,24
717,J8M,Region de l'Outaouais,Region de l'Outaouais,12732,85,24
718,J8N,Region de l'Outaouais,Region de l'Outaouais,11897,85,24
719,J8P,Region de l'Outaouais,Region de l'Outaouais,32885,85,24
720,J8R,Region de l'Outaouais,Region de l'Outaouais,29451,85,24
721,J8T,Region de l'Outaouais,Region de l'Outaouais,39015,85,24
722,J8V,Region de l'Outaouais,Region de l'Outaouais,25478,85,24
723,J8X,Region de l'Outaouais,Region de l'Outaouais,9594,85,24
724,J8Y,Region de l'Outaouais,Region de l'Outaouais,23449,85,24
725,J8Z,Region de l'Outaouais,Region de l'Outaouais,14409,85,24
726,J9A,Region de l'Outaouais,Region de l'Outaouais,20841,85,24
727,J9B,Region de l'Outaouais,Region de l'Outaouais,6864,85,24
728,J9E,Region de l'Outaouais,Region de l'Outaouais,7822,85,24
729,J9H,Region de l'Outaouais,Region de l'Outaouais,30865,85,24
730,J9J,Region de l'Outaouais,Region de l'Outaouais,33175,85,24
731,J9L,Region des Laurentides,Region des Laurentides,14063,78,24
732,J9P,Region de l'Abitibi-Temiscamingue,Region de l'Abitibi-Temiscamingue,32367,70,24
733,J9T,Region de l'Abitibi-Temiscamingue,Region de l'Abitibi-Temiscamingue,13332,70,24
734,J9V,Region de l'Abitibi-Temiscamingue,Region de l'Abitibi-Temiscamingue,3276,70,24
735,J9X,Region de l'Abitibi-Temiscamingue,Region de l'Abitibi-Temiscamingue,23682,70,24
736,J9Y,Region de l'Abitibi-Temiscamingue,Region de l'Abitibi-Temiscamingue,9800,70,24
737,J9Z,Region de l'Abitibi-Temiscamingue,Region de l'Abitibi-Temiscamingue,7232,70,24
738,K0A,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",12581,49,35
